ID,Type,URL,Status,Title,Section,Category.Product,Category.Brand,Body,Teaser,Image,Product.SKU,Product.ListPrice,Product.SellPrice,Product.Saving,Product.Stock.Value,Product.Stock.Message,vid,nid,field_group_value,field_metadata_value,field_closed_height_value,field_open_height_value,field_rungs_treads_value,field_weight_value,field_platform_height_value,field_open_depth_value,field_handrail_included_value,field_platform_size_value,field_folded_depth_value,field_floor_to_floor_height_value,field_tread_depth_value,field_colour_diameter_value,field_max_workload_value,field_overall_width_value,field_extended_length_value,field_approx_working_height_value,field_youtube_tag_value,field_standard_warranty_value,field_shipping_terms_value,field_tread_type_value,field_staircase_type_value,field_next_expected_delivery_value,field_lead_time_value,field_stockitem_value,field_bulky_value,field_search_text_value,field_bundle_deal_nid
11420,Product,Ladders/Aluminium-Extension-Ladders/4.5m-EN131-Trade-Double-Section-Aluminium-Extension-Ladder,1,"4.5m EN131 Trade Double Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 4.5m Double Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 4.5m Double Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-trade-extension-ladders-in-situ.jpg&resizetoWidth=174,1102-004,173.95,139.95,34.00,3,"In Stock",11420,11420,"Medium Duty",NULL,4.5,NULL,17,23,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.415,8.25,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"4.5m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, double ladders, double section ladders, 4.5m EN131 Trade Double Section Aluminium Extension Ladder",12275
11421,Product,Ladders/Aluminium-Extension-Ladders/5.0m-EN131-Trade-Double-Section-Aluminium-Extension-Ladder,1,"5.0m EN131 Trade Double Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 5.0m Double Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 5.0m Double Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-trade-extension-ladders-in-situ.jpg&resizetoWidth=174,1102-005,189.91,155.95,33.96,0,"Out of Stock",11421,11421,"Medium Duty",NULL,5,NULL,19,25,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.415,9.25,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"5.0m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, double ladders, double section ladders, 5.0m EN131 Trade Double Section Aluminium Extension Ladder",12276
11422,Product,Ladders/Aluminium-Extension-Ladders/5.5m-EN131-Trade-Double-Section-Aluminium-Extension-Ladder,1,"5.5m EN131 Trade Double Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 5.5m Double Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 5.5m Double Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-trade-extension-ladders-in-situ.jpg&resizetoWidth=174,1102-006,215.66,169.95,45.71,2,"In Stock",11422,11422,"Medium Duty",NULL,5.5,NULL,21,28,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.415,10,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"5.5m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, double ladders, double section ladders, 5.5m EN131 Trade Double Section Aluminium Extension Ladder",12277
11423,Product,Ladders/Aluminium-Extension-Ladders/2.5m-EN131-Trade-Triple-Section-Aluminium-Extension-Ladder,1,"2.5m EN131 Trade Triple Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 2.5m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 2.5m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-2-5m-en131-trade-triple-section-aluminium-extension-ladder.jpg&resizetoWidth=174,1102-007,149.29,115.95,33.34,0,"Out of Stock",11423,11423,"Medium Duty",NULL,2.5,NULL,9,18,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.485,6,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"2.5m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, ladders, triple ladders, triple section ladders, 2.5m EN131 Trade Triple Section Aluminium Extension Ladder",12278
11424,Product,Ladders/Aluminium-Extension-Ladders/3.0m-EN131-Trade-Triple-Section-Aluminium-Extension-Ladder,1,"3.0m EN131 Trade Triple Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 3.0m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 3.0m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-3-0m-en131-trade-triple-section-aluminium-extension-ladder.jpg&resizetoWidth=174,1102-008,170.28,135.95,34.33,8,"In Stock",11424,11424,"Medium Duty",NULL,3,NULL,11,21,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.485,7.5,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"3.0m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, ladders, triple ladders, triple section ladders, 3.0m EN131 Trade Triple Section Aluminium Extension Ladder",12279
11425,Product,Ladders/Aluminium-Extension-Ladders/3.5m-EN131-Trade-Triple-Section-Aluminium-Extension-Ladder,1,"3.5m EN131 Trade Triple Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 3.5m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 3.5m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-3-5m-en131-trade-triple-section-aluminium-extension-ladder.jpg&resizetoWidth=174,1102-009,210.75,163.95,46.80,0,"Out of Stock",11425,11425,"Medium Duty",NULL,3.5,NULL,13,27,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.485,9,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"3.5m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, ladders, triple ladders, triple section ladders, 3.5m EN131 Trade Triple Section Aluminium Extension Ladder",12175
11426,Product,Ladders/Aluminium-Extension-Ladders/4.0m-EN131-Trade-Triple-Section-Aluminium-Extension-Ladder,1,"4.0m EN131 Trade Triple Section Aluminium Extension Ladder",Ladders,Ladders,Summit,"<p>Designed and built for the UK Tradesman this 4.0m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Available in double or triple sections, these extension ladders can be split so you can use the ladder sections singly if needed.</p>
<p>The Trade Extension Ladders range come with D-shaped rungs that are more comfortable to use on a frequent basis. The side stiles are box section and thicker than other cheaper Trade extension ladders, which makes the ladder much stiffer and less likely to twist when you climb up or down. The rungs are spun into the sides of the ladder by a machine and means that they don't twist or spin.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ladder-Protector"">Ladder Protector</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<p>Manufactured here in the UK, these trade extension ladders are built to last.</p>
<ul>
<li>Trade quality box-section construction for longer life</li>
<li>Slip resistant high grip D-rungs are easier on your feet</li>
<li>Sections separate for use as single ladders and get more value from your ladder</li>
<li>Non-slip rubber feet fitted both ends for extra safety</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
<li>BSEN131 Safety Standard</li>
</ul>
","<p>Designed and built for the UK Tradesman this 4.0m Triple Trade Extension ladder will give you years of service. Built from lightweight aluminium that is super-strong but keeps the overall weight of the ladder low so you don't get tired using it. Availa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-4-0m-en131-trade-triple-section-aluminium-extension-ladder.jpg&resizetoWidth=174,1102-010,238.98,189.95,49.03,7,"In Stock",11426,11426,"Medium Duty",NULL,4,NULL,15,32,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,150,0.485,10,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,7,Y,N,"4.0m extension ladders, trade extension ladders, push up ladders, trade ladders, trade extension ladders, class 2 ladders, en131 ladders, en131 extension ladders, ladders, triple ladders, triple section ladders, 4.0m EN131 Trade Triple Section Aluminium Extension Ladder",12281
11435,Product,Ladders/Fibre-Glass-Ladders/2.5m-Trade-Double-Section-GRP-Extension-Ladder,1,"2.5m Trade Double Section GRP Extension Ladder",Ladders,Ladders,Summit,"<p>Incredibly tough and durable 2.5m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>2.5m (8&apos;) Closed length</li><li>Insulated to 35,000 volts</li><li>Comfortable &lsquo;D&rsquo; shaped twist proof rungs</li><li>Super strong reinforced stiles</li><li>Rope-operation</li><li>Dual-action articulated feet</li><li>1-year warranty</li><li>150kg workload capacity</li><li>EN131 Safety Standard</li></ul>","<p>Incredibly tough and durable 2.5m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>2.5m (8&apos;) Closed length</li><li>Insu ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-2-5m-en131-trade-double-section-grp-extension-ladder.jpg&resizetoWidth=174,1119-003,272.31,272.31,0.00,-1,"Out of Stock",11435,11435,"Heavy Duty",NULL,2.5,NULL,8,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,150,0.45,3.8,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,18/07/2012,60,Y,N,"2.5m Trade Double Section GRP Extension Ladder,glass fibre,fibreglass,fibre glass",NULL
11436,Product,Ladders/Fibre-Glass-Ladders/3.1m-Trade-Double-Section-GRP-Extension-Ladder,1,"3.1m Trade Double Section GRP Extension Ladder",Ladders,Ladders,Summit,"<p>Incredibly tough and durable 3.1m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>3.1m (10.1&rsquo;) Closed length</li><li>Insulated to 35,000 volts</li><li>Comfortable &lsquo;D&rsquo; shaped twist proof rungs</li><li>Super strong reinforced stiles</li><li>Rope-operation</li><li>Dual-action articulated feet</li><li>1-year warranty</li><li>150kg workload capacity</li><li>EN131 Safety Standard</li></ul>","<p>Incredibly tough and durable 3.1m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>3.1m (10.1&rsquo;) Closed length</li><li> ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-3-1m-en131-trade-double-section-grp-extension-ladder.jpg&resizetoWidth=174,1119-004,305.54,305.54,0.00,8,"In Stock",11436,11436,"Heavy Duty",NULL,3.2,NULL,10,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,150,0.45,5,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,60,Y,N,"3.1m Trade Double Section GRP Extension Ladder,glass fibre,fibreglass,fibre glass",NULL
11437,Product,Ladders/Fibre-Glass-Ladders/3.7m-Trade-Double-Section-GRP-Extension-Ladder,1,"3.7m Trade Double Section GRP Extension Ladder",Ladders,Ladders,Summit,"<p>Incredibly tough and durable 3.7m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>3.7m (12.2&rsquo;) Closed length</li><li>Insulated to 35,000 volts</li><li>Comfortable &lsquo;D&rsquo; shaped twist proof rungs</li><li>Super strong reinforced stiles</li><li>Rope-operation</li><li>Dual-action articulated feet</li><li>1-year warranty</li><li>150kg workload capacity</li><li>EN131 Safety Standard</li></ul>","<p>Incredibly tough and durable 3.7m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>3.7m (12.2&rsquo;) Closed length</li><li> ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-3-7m-en131-trade-double-section-grp-extension-ladder.jpg&resizetoWidth=174,1119-005,341.54,341.54,0.00,-2,"Out of Stock",11437,11437,"Heavy Duty",NULL,3.8,NULL,12,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,150,0.45,6.2,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,60,Y,N,"3.7m Trade Double Section GRP Extension Ladder,glass fibre,fibreglass,fibre glass",NULL
11438,Product,Ladders/Fibre-Glass-Ladders/4.3m-Trade-Double-Section-GRP-Extension-Ladder,1,"4.3m Trade Double Section GRP Extension Ladder",Ladders,Ladders,Summit,"<p>Incredibly tough and durable 4.3m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>4.3m (14.1&apos;) Closed length</li><li>Insulated to 35,000 volts</li><li>Comfortable &lsquo;D&rsquo; shaped twist proof rungs</li><li>Super strong reinforced stiles</li><li>Rope-operation</li><li>Dual-action articulated feet</li><li>1-year warranty</li><li>150kg workload capacity</li><li>EN131 Safety Standard</li></ul>","<p>Incredibly tough and durable 4.3m Glass Fibre Double extension ladders with rope-operation for ease of adjustment. The ladder is fitted with wall running wheels and a pole bow for working on columns.</p><ul><li>4.3m (14.1&apos;) Closed length</li><li>I ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-4-3m-en131-trade-double-section-grp-extension-ladder.jpg&resizetoWidth=174,1119-006,383.08,383.08,0.00,3,"In Stock",11438,11438,"Heavy Duty",NULL,4.4,NULL,14,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,150,0.45,7.4,NULL,NULL,1-Year,NULL,"Twist-proof D-shaped rung",NULL,,60,Y,N,"4.3m Trade Double Section GRP Extension Ladder,glass fibre,fibreglass,fibre glass",NULL
11446,Product,Ladders/Window-Cleaning-Ladders/2.4m-Trade-Single-Section-Timber-Window-Cleaning-Ladder,1,"2.4m Trade Single Section Timber Window Cleaning Ladder",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 2.4m Trade Single Section Timber Window Cleaning or 'A' frame ladder are of the finest quality timber and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul>
<li>2.4m (7.9') Closed length</li>
<li>Designed for the professional window cleaning</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Manufactured from selected softwoods</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 2.4m Trade Single Section Timber Window Cleaning or 'A' frame ladder are of the finest quality timber and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul>
<li>2 ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-1-8m-trade-double-section-timber-window-cleaners-ladder.jpg&resizetoWidth=174,1140-01,104.52,64.95,39.57,-1,"Out of Stock",11446,11446,"Heavy Duty",NULL,2.4,NULL,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,2.4,NULL,NULL,1-Year,NULL,"Round rung",NULL,,14,N,N,"2.4m Trade Single Section Timber Window Cleaners Ladder",NULL
11447,Product,Ladders/Window-Cleaning-Ladders/3.0m-Trade-Single-Section-Timber-Window-Cleaning-Ladder,1,"3.0m Trade Single Section Timber Window Cleaning Ladder",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 3.0m Trade Single Section Timber Window Cleaning or 'A' frame ladder are of the finest quality timber and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul><li>3.0m (10) Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Manufactured from selected softwoods</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 3.0m Trade Single Section Timber Window Cleaning or 'A' frame ladder are of the finest quality timber and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul><li>3.0 ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-timber.jpg&resizetoWidth=174,1140-02,93.95,69.95,24.00,0,"Out of Stock",11447,11447,"Heavy Duty",NULL,3,NULL,8,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,3,NULL,NULL,6-months,NULL,"Round rung",NULL,NULL,14,N,N,"3.0m Trade Single Section Timber Window Cleaners Ladder",NULL
11448,Product,Ladders/Window-Cleaning-Ladders/3.6m-Trade-Single-Section-Timber-Window-Cleaning-Ladder,1,"3.6m Trade Single Section Timber Window Cleaning Ladder",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 3.6m Trade Single Section Timber Window Cleaning or 'A' frame ladder are of the finest quality timber and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul>
<li>3.6m (11.8') Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Manufactured from selected softwoods</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 3.6m Trade Single Section Timber Window Cleaning or 'A' frame ladder are of the finest quality timber and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul>
<li>3 ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-timber.jpg&resizetoWidth=174,1140-03,103.95,79.95,24.00,0,"Out of Stock",11448,11448,"Heavy Duty",NULL,3.6,NULL,11,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,3.6,NULL,NULL,6-months,NULL,"Round rung",NULL,,14,N,N,"3.6m Trade Single Section Timber Window Cleaners Ladder",NULL
